,Comparison,Correlation_Gbm,P_value_Gbm,Correlation_kidney,P_value_kidney,Correlation_Ovar,P_value_Ovar,Correlation_Brca,P_value_Brca,Correlation_Luad,P_value_Luad,Correlation_hnscc,P_value_hnscc,Correlation_Lscc,P_value_Lscc,Correlation_Colon,P_value_Colon
4483,SENP3_proteomics,0.14819730020009753,0.3417434047310751,-0.005200117802926042,0.9834194442851479,-0.08672733471392169,0.7170438440336843,0.1819043506520443,0.13171627925968607,-0.019642558312208014,0.9216699336554443,0.10067715010790496,0.5549453990301841,-0.0352649159850265,0.895510799914501,-0.12726616521741782,0.4976764096276998
4484,NR2C1_proteomics,-0.1481902861647325,0.3417434047310751,-0.05318591158078098,0.8140382468867706,,,-0.1739737275860345,0.18269369258718524,0.027172164779009376,0.907628214443195,-0.08645657202914767,0.7114285385411033,-0.21866624073623145,0.2276032302039567,,
4485,RHOB_proteomics,0.14819239154233457,0.3417434047310751,0.47596236519311785,4.184326967200024e-05,0.10491260711864768,0.6506875108857003,-0.09773832456893888,0.4607028342988749,-0.07697805716687368,0.6451829405947593,0.3601335237744018,0.003816400325841571,0.1090131244504062,0.5983458038263634,0.192874364820357,0.22004010000186236
4486,HSD3B7_proteomics,-0.1481418671285245,0.3419826370539804,0.2638394554704004,0.04904531618199468,0.28712938800520427,0.3377700689323448,-0.1557772328045673,0.20646328494555788,-0.09527146891585676,0.5565210931943871,-0.17024289939910847,0.3523307764023647,0.17047699380665823,0.3663872712213712,,
4487,ABLIM3_proteomics,-0.14811874186515853,0.3420168429799236,0.30334128186087683,0.04594209875589444,,,-0.04299563077341348,0.7681377007267997,-0.249811779333858,0.06275552640777425,-0.004390920101616371,0.9886297384609796,0.008019099082113242,0.9777784106814487,,
4488,BSG_proteomics,0.1481117677340208,0.3420168429799236,,,-0.05679046092198227,0.8208400997284553,0.45606382281471175,1.5893568101972886e-05,0.04438787798465747,0.8102788423797499,0.35223673281958684,0.004972483235106253,0.3781945731895944,0.004409795072771632,0.07580439921443644,0.67134233305322
4489,PEX6_proteomics,-0.14810153627400116,0.3420168429799236,-0.2371208956902091,0.08366182411024588,0.08511817362402418,0.7205952818370639,0.029489990314079277,0.8443398372082282,0.24053171842178828,0.07452984701766474,-0.03966499422726935,0.8510144644722129,0.1595022345871819,0.37785170572700366,0.011614296604420822,0.9684663222134283
4490,SNAP91_proteomics,0.14806592922974093,0.3420352293518337,,,0.07309560178780869,0.7622582442658711,,,,,,,,,,
4491,RRM2B_proteomics,-0.14806365001258634,0.3420352293518337,0.020050684975864666,0.9269724231862728,0.13397273638575025,0.5396604388683071,-0.2996776105475117,0.007869625975277503,0.2910066969447848,0.026311950527184415,-0.19507216745443448,0.18338766278769855,0.20340457316145216,0.22629199173832049,0.20170930439200538,0.18973830390276417
4492,TNS2_proteomics,-0.1480667552534165,0.3420352293518337,-0.06349498960147568,0.7350794966176717,0.24022033211049248,0.20905915742176492,0.09810341057557573,0.45896260276509665,-0.2013201914145601,0.15136505768369732,-0.17917225854478253,0.23107957540819057,-0.13556013449226342,0.47557339277455773,0.2920072862799995,0.04620641386176142
4493,TLE3_proteomics,-0.14804600527169248,0.34207406037918586,-0.13532118980446656,0.44123720486334034,-0.16025257050526012,0.4455789282476873,-0.5270653697701574,2.5463372427459914e-07,0.017776905284128897,0.9288526314621152,-0.15393008758561266,0.3172452307738303,-0.027073555892998893,0.9207446582541754,-0.16752698285586826,0.3087489195791128
4494,DYNC1I2_proteomics,0.14798019456690253,0.34242682145783665,-0.049548792472684164,0.8135228719302847,0.11510389669970633,0.6092150506600547,0.23885488951520595,0.039631066931553945,0.06814837415994714,0.6907360836623809,0.09953675081678218,0.5607099846150785,0.10142444117849747,0.6292346554956746,0.295858587177317,0.04356142123425919
4495,SRSF4_proteomics,0.14789795943457074,0.3428870035604289,0.030830505225395502,0.8828489129607741,-0.17269011923682953,0.4029288006881655,-0.08541221826074596,0.5256312290437604,0.09740805188972096,0.5463696170075175,-0.18243124549735293,0.2192760330510729,-0.057042097102557296,0.8124249829427039,-0.025116475704137123,0.9020582172299247
4496,ANO10_proteomics,-0.14786404065224928,0.343032112257472,-0.27701154375133347,0.03758380660426118,0.22634293382040582,0.24295919651998749,0.2848190864668104,0.012038077387963475,0.23258787006805776,0.0864181079021741,-0.00490070993075524,0.9867810900824016,0.06611607378807578,0.7766478998607155,0.021839569173429052,0.9129666217294523
4497,EID2_proteomics,0.18764411982113383,0.3430441631503951,,,,,,,,,,,,,,
4498,ACACB_proteomics,-0.22376815266397398,0.3431298399583939,-0.039084989952675994,0.8758364091724125,0.11860842854529885,0.595538642321284,0.07256310241165409,0.5974627762939108,,,0.13336177873854058,0.4203527171995091,0.037618105446242486,0.9098892859965048,,
4499,EBP_proteomics,-0.17380194238199795,0.3431298399583939,-0.12041064811620614,0.5488834902083585,0.1844976593294425,0.3658107160793018,,,,,0.15771613018571376,0.30342777631920237,,,0.04952632406408382,0.8494136356687028
4500,KIAA0556_proteomics,0.14779609199273191,0.3431706309607528,-0.13243422535013555,0.6049038093517664,0.18279598884366793,0.5586463824560434,-0.22867910496705643,0.05034576089949413,0.22574341202569134,0.11630455748856791,-0.040691678555619594,0.8649185615488528,0.07491966192772442,0.7469426733192268,,
4501,MANBAL_proteomics,0.14771532525631909,0.3436218572856527,0.01591031322838539,0.9435296102118277,,,-0.08255461136394729,0.5406246931249008,-0.15612423989040347,0.38220821301184593,0.17744249670523413,0.23558736745237005,0.39300605178533704,0.008801761426424122,0.20312218635889728,0.2552689709049392
4502,MCOLN1_proteomics,-0.1476999537291901,0.34364597948050535,,,-0.02146018728502995,0.9596082415708527,,,0.20368578666855575,0.21207722271037868,0.17383529451602409,0.5825042580483449,-0.017507016686105457,0.9587778065675701,,
4503,CSRP2_proteomics,0.14766943417579292,0.34374977811431634,-0.08242287969427596,0.644595614478827,0.018574585748746417,0.9510210832103735,0.2965953900401317,0.008569996463302365,-0.16161439489691032,0.2697266900236068,0.08061074054106587,0.6540770890339767,0.004223902486024549,0.9879529889430932,0.01249419698139833,0.9523262908326621
4504,PAXX_proteomics,-0.14766071452473445,0.34374977811431634,-0.32998400099864034,0.009732211771120053,-0.18766691201574806,0.3549019486345011,,,-0.11953707647968825,0.44267307449062787,-0.3020341678836648,0.021311794396736885,-0.03412682558511848,0.8991369921633691,,
4505,CEP164_proteomics,0.17353027943229601,0.34418820323433413,-0.020314354949434288,0.9502161314233905,0.0851596801106676,0.810402088723933,-0.03615571715047716,0.8231883027332371,-0.08466960757210726,0.6324073541296008,0.12160086678943513,0.499896844165616,-0.009147048290163924,0.9759147047581335,,
4506,LYN_proteomics,-0.14756968087507077,0.3441922775464659,0.13079111572208646,0.6444023511079745,-0.006292444150506296,0.9859241813439852,,,-0.010755557107200941,0.958430758955493,-0.3747085957835987,0.0023618306058166734,-0.05745395638889829,0.8106281657394566,0.20513059047659565,0.18151749360219702
4507,CACNA1E_proteomics,0.14754612070318457,0.3441936673347337,,,,,,,,,,,,,,
4508,GLI1_proteomics,0.20100759777321192,0.3441936673347337,,,,,,,,,,,,,,
4509,ZFYVE19_proteomics,-0.14747297816113622,0.34459585023649364,0.0544600608690395,0.7861189643851992,0.3056749550989107,0.09495759791416944,-0.19099504891250768,0.11100834485328633,0.2726967599992855,0.03977961256825998,-0.015570023754237217,0.9466763276041097,0.22955930324904844,0.15408997437716335,0.09878050293539556,0.5676506653518969
4510,PPP1R7_proteomics,0.14745372688412267,0.3446454579855459,,,-0.09488151437646275,0.6879163924394117,-0.192907101893127,0.10680201695118759,-0.05907627251436806,0.7368346980309031,-0.27828120867069345,0.037461073085717646,-0.14997389136480957,0.4194733669718839,-0.09741820432232123,0.5740276725292379
4511,HLA-DQA1_proteomics,-0.1547390723512268,0.3447243286600925,-0.1163610608036751,0.5143613064811071,0.007405742792894302,0.9824826520321361,-0.09283863777104459,0.4865800764249991,0.23516784391464773,0.08239336300955405,-0.17456238010715866,0.2451292171369947,-0.03090813032868691,0.909685653236445,0.012770329263734989,0.9536199375676312
4512,PRMT8_proteomics,0.15550854855665877,0.3453406810664992,,,,,,,,,,,,,,
4513,SEC14L4_proteomics,-0.1472479342756401,0.34576457590093124,-0.038604878842392214,0.8619985629220659,,,0.28530141880680143,0.02130181879601631,-0.09642337033664852,0.5509682217974249,0.10227324612641917,0.6437726529360942,0.1376494056496273,0.46767895029638,,
4514,RGS7BP_proteomics,0.14723528060743934,0.3457710013089188,,,,,,,0.33010689154360257,0.07452984701766474,,,,,,
4515,SMAD1_proteomics,0.14718850237937764,0.3460013581290126,-0.17529363496078365,0.28067534594464477,-0.03589353460346787,0.8938242869620878,0.033184506034652055,0.8298373839515052,0.2652185472075982,0.046256381096080545,0.09359326597059789,0.5903888525250309,0.2313505254072397,0.1510256394997421,,
4516,ACBD3_proteomics,-0.14715755316783116,0.3460512801086297,-0.22052753979103626,0.11369446243821996,0.16226938955596543,0.4390458085049303,-0.18810947652594417,0.11743710750190925,0.05211248446752746,0.7714479333717625,-0.01762951855455102,0.9393646890703213,-0.01372803243046742,0.9632562357613405,0.09142960429887928,0.6031605198509882
4517,UBXN1_proteomics,-0.14715793136256147,0.3460512801086297,-0.2800032647716386,0.03513882167526001,-0.2118048515058728,0.28269407393014934,-0.12871067245905404,0.3108931366438087,-0.17011025255861723,0.23907749618995344,-0.09309534244609319,0.5928700407845217,-0.15469538353123874,0.3998336404516245,0.11790307161206626,0.4806170997621624
4518,AP3B1_proteomics,-0.1471390427431332,0.3460961839836983,-0.07638103540539468,0.6736368263873437,0.11588541750172204,0.605776582984792,-0.2176291774086405,0.0644344328598091,,,-0.043791292678987896,0.833211994547774,-0.07487174166385804,0.7382629270751297,0.011742566402419788,0.9543829464333886
4519,PECR_proteomics,-0.14695770110520145,0.3468420786645888,-0.11399077538825367,0.4905655222567987,0.07828281632756107,0.7451956928933278,-0.08741002562779616,0.5155718580438762,-0.13953553610283917,0.35402325295822673,-0.1673848168825219,0.2710227353822616,0.09129500880244172,0.6710789090717528,0.07504502857840686,0.6747170114790303
4520,SUCLG1_proteomics,0.14699998805367923,0.3468420786645888,-0.2548394544959642,0.059820389875664445,0.04141845806887842,0.8748457156530403,-0.15190413140930265,0.21982072372130654,-0.13302078282493957,0.3810784331815576,-0.21465849141514193,0.13391289799484143,-0.0709069624019906,0.7576403516515614,-0.16645064669617535,0.29063120425278344
4521,DENND5A_proteomics,0.14696496658549185,0.3468420786645888,0.1449114122353984,0.5994700012503897,-0.014539598303294016,0.9647478992184295,0.08158439097244054,0.5638738549167313,0.15959855411959784,0.2756209443722244,0.15376882495887229,0.47186726917005467,-0.018418892618443553,0.950219702982206,,
4522,TUBA8_proteomics,0.14697151113851772,0.3468420786645888,-0.0645493931488022,0.7295072553940722,-0.13121458753113885,0.5501448327452755,0.2600147977505607,0.023312340997578274,0.09281100416698637,0.5682244040176865,-0.031013757715942315,0.8864902604959981,0.07313174884940707,0.7469426733192268,,
4523,FAM163B_proteomics,0.18351097548217396,0.3468420786645888,,,,,,,,,,,,,,
4524,SLC1A1_proteomics,-0.1469617133429247,0.3468420786645888,-0.009851551642236583,0.9665384091097766,,,0.10561558196877333,0.5288412680284013,0.025608690892033666,0.9001806304592676,,,0.024783893094289113,0.9348673231198372,,
4525,GPR108_proteomics,-0.16269576022836424,0.3468995828521879,0.049718724470732285,0.8026208465158124,-0.07843535709069846,0.7673029621045058,0.1078559087670652,0.42889880425845506,0.20955482036794448,0.14316815761673446,-0.04165184063740268,0.8426763149130233,-0.11777668976124867,0.5594911458458566,-0.13808783707521688,0.5571751248671216
4526,ZRANB2_proteomics,0.14692931322480207,0.3468995828521879,0.031718181761994854,0.8792067371347763,-0.389864052421252,0.026648744912563416,-0.29869686944416174,0.008098453196747058,-0.10400581012546382,0.5152674778001012,-0.18281858547533508,0.2180400111142308,-0.21854719738065737,0.18250190081479306,0.018150107933159063,0.9272681311855328
4527,ATP1A3_proteomics,0.14688430671054217,0.3470799983475505,,,0.20499896744938376,0.30288310080234704,,,,,-0.14718234481320727,0.4169935703073726,,,-0.012759091048160462,0.9612407527043487
4528,GLOD4_proteomics,0.146835671664427,0.3473231556143599,0.08754074195924808,0.616520211273666,0.032380134379666504,0.9046996045111557,-0.24930777443153335,0.030644808151155827,-0.34148167509045935,0.007547840999467527,-0.08994052758817712,0.6073830389590074,-0.22651975364733473,0.16137854016242625,0.19587319006766804,0.20384119174838955
4529,NGFR_proteomics,0.14674569964324705,0.3475316638937813,-0.10662380840555566,0.6617612842207306,0.2529898219348694,0.2951797896286368,0.04512064422451119,0.8073822992034797,,,0.044793217430669066,0.8285487523515063,0.21304050492781484,0.19607796782925627,,
4530,SUPT16H_proteomics,0.1467795066711689,0.3475316638937813,0.03768304783946548,0.8584312575986635,-0.1920518365938213,0.3397307486531567,0.06478259265801742,0.6422732589312322,0.10960058105130079,0.48914931664244327,0.14176881260554242,0.3638694177031216,-0.1708648168159831,0.33504742917557256,0.24262872496798768,0.10387010540568634
4531,LENG8_proteomics,-0.1467607186247403,0.3475316638937813,0.011063538891801186,0.9622330231899409,0.2062798791425978,0.2991310279661101,-0.04200635398496406,0.7733101979257511,-0.12463534339711956,0.41864419851280055,0.26088540092811663,0.05607810552412288,-0.13900224051415502,0.4635109289378992,-0.024961194822623226,0.9187940406298202
4532,RNF145_proteomics,-0.17257471260767893,0.3475316638937813,,,,,,,0.2603385986304969,0.08802349623472866,0.1454902850533326,0.40405463474880543,0.16483433950201232,0.4243241022111068,,
4533,ATG3_proteomics,-0.1467548232779235,0.3475316638937813,-0.3461763172221369,0.0060137685383918945,-0.14194038601711284,0.5125416864249405,0.32407036194359357,0.0037465688677132455,-0.09788060814773804,0.5438478945807199,-0.10913263520602923,0.5121394066840601,-0.08130048172353518,0.7124708239509795,-0.08816474912021777,0.6142383042164916
4534,NDRG4_proteomics,0.14668379449390875,0.3478223617866534,-0.29394696273801096,0.26249966914407014,,,,,0.09824145663661074,0.561761565060639,0.10321011168287963,0.540731223870427,0.18475405400917871,0.2896126849879079,,
4535,MARF1_proteomics,-0.14667822340039202,0.3478223617866534,0.06845751295679939,0.7405654033353372,0.0421187456564171,0.8780347693493192,,,-0.06068148518862629,0.727986245122349,,,0.0804122202021755,0.7164118560780146,,
4536,MRPS18B_proteomics,0.14659639698697335,0.34784155512933673,-0.1699459513610448,0.251167584062967,-0.020019915371259835,0.9450328909331304,-0.2418141089630031,0.03695887896220923,0.01399037364083592,0.9444747883179916,0.03192201800162972,0.8841743022360511,0.11443228953022669,0.5736356174896031,-0.15260860526608647,0.34148113877678926
4537,LARP7_proteomics,0.14662428347418566,0.34784155512933673,0.023843600413148897,0.9136125494442598,-0.21408192797485115,0.2772373901107481,-0.18298903661286486,0.1290876350235498,0.12678845211892234,0.4085870984241109,0.23350579551854642,0.09657974909115193,-0.07518280500850098,0.7379532570529326,-0.22509148387638225,0.13518095575600086
4538,NPEPPS_proteomics,0.14659380640044506,0.34784155512933673,0.2770633931132591,0.03758380660426118,0.0708762209544241,0.7708903057079003,-0.44458634417108445,2.90211673601779e-05,0.05781626713095579,0.7422576967967446,0.010223685750363847,0.965029151284687,0.03675424385049628,0.8897893825445072,0.05052012296320505,0.7907712940163002
4539,TRIL_proteomics,0.1666381003767901,0.34784155512933673,,,,,-0.024511740811722502,0.9174822204013776,0.08184076432049855,0.7540410996887404,,,,,,
4540,TEPSIN_proteomics,-0.14665350191512067,0.34784155512933673,0.13488855110926867,0.6724477182328482,,,0.06485886797723688,0.6419256468776432,0.05145453967280608,0.7878169856661495,-0.19859865817485375,0.17384125159801841,0.055889934865835406,0.8264777005876991,,
4541,TTLL7_proteomics,0.18607354542760185,0.34784155512933673,,,,,,,,,,,,,,
4542,C1orf43_proteomics,0.14661663459347488,0.34784155512933673,-0.02371491800179122,0.9449363555698347,0.12053566313145772,0.6519689861714685,0.24216556652783136,0.10440728029725935,0.36516018614712137,0.02033174878481236,,,0.05844123653077779,0.8482971981868003,,
4543,RAB33B_proteomics,0.14658026649273592,0.3478540868896477,-0.06835742431777495,0.7127750254306041,0.09567980056540813,0.6848153624191786,0.17539006340574023,0.14785690056701806,0.04605308514497984,0.8016242926908013,0.06845029118429106,0.7135961198903339,0.17680357843888028,0.3166791844756213,0.21579523111238033,0.15435209183560594
4544,SNX1_proteomics,-0.14650225633862746,0.34829101507551197,-0.4281641309950198,0.0004110827678174044,0.19622729983462098,0.3266804328124982,-0.19351934617938688,0.10560299300713898,-0.2180472172054209,0.1128845381534252,-0.041492629024845115,0.8430595284368441,0.04006111072212849,0.878741129105927,0.039019933563142706,0.8432910374200313
4545,EEF1E1_proteomics,-0.1464786942049744,0.3483695644144742,-0.01364376819011233,0.9528982330853099,0.08699100826830927,0.716334910763346,-0.06565463966169095,0.6372816454901715,0.0015186257584651752,0.994493800174905,0.06704125624825576,0.7199308856891194,-0.054717591448872296,0.8223189928661186,-0.03523114651126649,0.8593063666892069
4546,SVBP_proteomics,-0.14646494400840745,0.3483835026984019,-0.09619824654880885,0.6629003463391757,-0.24002835573609133,0.26335563351833025,0.14994322067961166,0.28488174563211727,-0.05295187087545781,0.7769174258698328,-0.1264722002061106,0.47137482391026236,-0.09643053452644078,0.6692329032404333,,
4547,SURF6_proteomics,-0.14645152759471022,0.3483952542330376,0.17243724810465388,0.24326792750313816,-0.3623324118581991,0.041969085462797956,0.07930209743616663,0.5596768912252591,-0.02355782292348001,0.9059099412061435,0.10869788444169247,0.5145219745102281,-0.03470996680636472,0.897410466432901,-0.08510398565638698,0.6287113213282411
4548,CHCHD7_proteomics,-0.14638128453139004,0.3487161796043625,-0.13981487275364785,0.3675812816880821,-0.1498213213038429,0.5208565543167596,0.06381275119794447,0.6486781380515884,-0.07876513832252269,0.6432334053553115,-0.1590353251805969,0.2995286370886506,0.06854111868690971,0.7882113638136984,0.0907289169010718,0.7344829317143822
4549,OXSR1_proteomics,-0.14637955264606417,0.3487161796043625,-0.1252727087476932,0.4337355631015852,-0.05567473506326344,0.8254249425855726,0.11218006223872336,0.38764251646980763,-0.2616690872721089,0.04966598137595784,-0.00874304751016472,0.9719435004496543,-0.049548743501984835,0.8413636068058616,-0.03012079838528353,0.8816758040320191
4550,UBE2R2_proteomics,-0.14635045884121406,0.34875464614328194,-0.09167047586335345,0.5981926142516956,-0.2558745517522728,0.17311410373142977,-0.2555156327522982,0.025999058464029442,0.041166464844131175,0.8381142802482685,0.03164250798760958,0.8847217417586214,0.05051705796407275,0.8379681950016787,-0.010185512210028287,0.967058749436789
4551,KIF4A_proteomics,0.14635523026472105,0.34875464614328194,,,-0.1983940840295138,0.32222520051507175,0.1780266907483837,0.14114476150123942,0.14997048078631586,0.32382396732607766,0.1670858695761012,0.27237861398839425,0.024597580712411058,0.9292301754814429,0.06249279745457614,0.8023282411225889
4552,PPP4R1_proteomics,-0.146329968781993,0.348813061461234,0.07313281223741822,0.6871339401834745,0.17042829515212973,0.4095415146445416,0.16651547043329828,0.17262032684964096,0.13964536508874514,0.35357411819308215,0.11788472683216915,0.469078238298068,0.4727183452842625,9.55817955030592e-05,0.12100674532494524,0.4679007111134089
4553,RWDD3_proteomics,0.1732715280378762,0.3488774289986013,0.023193021275137823,0.9531935135187936,,,,,,,,,,,,
4554,PDGFRB_proteomics,-0.14627048185069644,0.34889126404837245,-0.23206190225337664,0.0922342118896216,0.041206735769066014,0.8755630827282205,0.19902830012313477,0.09453066527636543,-0.19894390316030647,0.1574226804580183,0.0021393613340692196,0.9946052711641571,0.04819357877898975,0.865502693700555,0.12590388188268994,0.44937126409567585
4555,ENTPD2_proteomics,0.1462543906741059,0.34889126404837245,-0.05751928355694752,0.8200845346688757,-0.05551616471313114,0.8627938860456227,0.2585788605320248,0.07552825895776713,,,-0.02448457534558582,0.9469423667042187,,,-0.007985212280876137,0.9739580426231089
4556,PCP4L1_proteomics,0.1462492255916785,0.34889126404837245,,,,,0.2044411604706552,0.14992776748517816,0.3651958041526431,0.003980865590065348,0.008281730532605815,0.9747916324117776,0.09058355390587951,0.6749384224207373,0.2646146074064431,0.22622270555594554
4557,FAAP100_proteomics,0.14624838351681338,0.34889126404837245,,,,,-0.049336991687354295,0.7420832139891413,0.13377162033154244,0.4767324574374679,,,-0.027301747206532202,0.9277839238027282,,
4558,LRCH2_proteomics,-0.1462599592880569,0.34889126404837245,,,-0.04443150738563314,0.8909478436908183,,,0.018098226075905756,0.9332456439330414,,,-0.09244567527904637,0.6949104700841008,,
4559,RPIA_proteomics,-0.14622788792951802,0.3489139613136332,-0.11598079761966633,0.4819501132873479,0.03276281107789153,0.9030745178183897,0.16828194975948274,0.16775170971523667,-0.11686532359576332,0.45462328298234006,-0.2695300442147131,0.04623702811680967,-0.15753794777613608,0.387297309096463,-0.09803206485005911,0.5712030929799791
4560,RRS1_proteomics,-0.14622171399228567,0.3489139613136332,0.04539828577034965,0.8211767218898806,-0.1333275315075659,0.5421766473855014,0.14422635379907744,0.24752161289866165,0.0818158963392793,0.6196160219836875,0.02718167061779994,0.9030678590188538,-0.026787740436345443,0.9215374642842075,-0.313114167557653,0.03169208236107622
4561,KIF5B_proteomics,-0.14616221644982463,0.3492295740655009,0.004817534424679373,0.9844882375696233,0.04353340636341667,0.8682066424238977,-0.11947193984113187,0.353385520050992,0.037647348850742134,0.8415931462118664,0.06813736952012697,0.7144387146926756,0.18697570446830136,0.2818527570588676,-0.24296735491847818,0.1034897419747925
4562,SETD2_proteomics,0.1461241408058922,0.3494040804425994,-0.13520676150894678,0.3868601967237777,0.020082294080323766,0.945026426789024,-0.18919950441767125,0.11505941415581813,,,-0.10495634771885662,0.5334413649461387,-0.17117361905063805,0.3334717352675967,,
4563,SEMA4B_proteomics,-0.14601525091386097,0.35002998485308967,0.4622726463604424,8.322438238201124e-05,0.2976977594684715,0.10597458592629908,0.06770851233726098,0.6258967260325669,0.043236339926392184,0.8163847428739618,0.3495422871484833,0.005472135250076882,0.4014951564527741,0.001958521623811735,0.17656648190960128,0.3059160355585809
4564,CPXM1_proteomics,-0.1460001466191863,0.35002998485308967,-0.3064059730432813,0.11302660196635735,0.14045905052700808,0.5168141065540522,0.27301118109454625,0.016624033544556716,-0.0986097571490814,0.5584252962894823,0.17987789297098994,0.22851453372249528,0.03273515858677127,0.9035636793777108,,
4565,RAE1_proteomics,0.145991302445036,0.35002998485308967,0.13648638684716252,0.3824289704046809,-0.29286422812336166,0.11432425267931894,,,,,0.23881536420079796,0.08816946168016519,-0.048834384462456776,0.8447550054656648,-0.4988020069726074,0.0004727343023775293
4566,UBE2J1_proteomics,-0.1459828503014884,0.35002998485308967,0.03437776105967985,0.8731455350653814,0.07819993345647537,0.745600727833611,0.1750750842858309,0.14855503005881923,-0.13901262285462732,0.3561347634816878,-0.38499324535590945,0.0016665310807114204,-0.1952435603490682,0.2530727679769388,0.18615263422267433,0.2286395697619219
4567,MMP19_proteomics,-0.200724706935331,0.3503722355704343,-0.09788905055560004,0.727188587564579,0.14063580147342963,0.5577732352404425,0.2056007892733188,0.08313446477789016,-0.2600596067737999,0.0509316284864532,-0.011022724513462201,0.9643350552447311,0.01503797462833719,0.9589574877345062,,
4568,TOLLIP_proteomics,0.14587701583820184,0.3505757497179453,-0.0329627042754924,0.8752831042902807,-0.14257197661192567,0.5106739073345247,-0.07533819848709367,0.5821425877902724,-0.01306433074104386,0.9479903042481821,0.007564285442162949,0.9765530777983926,0.2396532244494999,0.13444863521653527,-0.013179450119498698,0.948734289645078
4569,TUBB8_proteomics,0.14586521924349474,0.3505769958406973,0.006444301179743379,0.982626069717839,-0.3493694460726063,0.05203585470822348,0.12775126112331422,0.40675988634466426,0.03305362888147887,0.8990397309226291,0.041815246123758046,0.8567306373285946,,,-0.10395076077378351,0.5424689048870718
4570,GLE1_proteomics,0.14581357943773374,0.350841643438258,0.13781207291184502,0.3764791277579444,0.005341515753607515,0.9877399047715464,-0.19303909641713185,0.10654443880076168,0.05987054686263773,0.7327699340289806,0.07673023001007179,0.67556959935188,-0.06734302485840646,0.7716549534235331,-0.12648142805646082,0.4916956422026859
4571,ZNF451_proteomics,0.1457730306465519,0.3510330536327139,-0.08055852715830918,0.6537615442125833,-0.0997679685367962,0.6713226404903798,-0.28697112271925873,0.011287501915079625,-0.02933332044677955,0.8810588365636859,0.007075529182716971,0.9783756014538343,-0.07255711081719315,0.7500866394708444,0.10750276048832572,0.6958970727951221
4572,NCKIPSD_proteomics,0.14570986326762042,0.3513742295810834,0.1491317995274865,0.32978530613528234,-0.08334096869379076,0.7266885962226156,0.03204892963298332,0.8294319648334517,0.12252241314096833,0.42796771403961625,0.004503899648102015,0.9883365654990436,0.003289467421990204,0.9910263869665557,0.058996528315976356,0.7596281107944144
4573,COLEC11_proteomics,-0.1712756856875028,0.3516512808350433,-0.09400693512585664,0.5878513498023594,0.2411868268072262,0.2601999792528568,,,-0.1004790015553527,0.5744402425144309,0.01836729895727819,0.9469423667042187,0.05898722672242552,0.8264974009283202,,
4574,TTBK2_proteomics,-0.1623018814512731,0.3516647052268722,,,,,,,,,,,,,,
4575,ATG2B_proteomics,-0.1456311713792719,0.3516647052268722,-0.012569748112520096,0.9567527924548406,-0.08156917697380729,0.7322469163583346,-0.1483726032779007,0.23225892314481697,0.2904635188829038,0.026656342153150832,0.21901656392157343,0.12365024297207741,-0.002629780350392137,0.9925598617845456,,
4576,POMGNT2_proteomics,0.14551263816399282,0.35237332551012274,0.028562879846031012,0.9146799905717783,0.02651112416399956,0.9246472748061819,0.034073926048057444,0.8400541918169437,0.18570103916134173,0.3170165695568902,0.0020153531327482196,0.9959775148900074,0.016074088483317962,0.9580430183997608,,
4577,DIP2A_proteomics,0.14549434427700558,0.3524176685345386,0.1095460233420488,0.5103426584840545,-0.12232334373194761,0.5809196583380672,0.05418492965788849,0.7037057436140798,-0.04910456131335454,0.7844290704201523,0.0896983331681569,0.6088284542161513,0.09953978376859571,0.6368394274024576,0.25553563198027357,0.20098161382765353
4578,PABPC5_proteomics,-0.24098306614129184,0.35241925851519845,,,,,,,,,,,,,,
4579,BUD31_proteomics,0.14542326552081325,0.35273521741200436,0.18948046715890754,0.19001014572445687,-0.16051162592749352,0.44437119711738665,0.1220525186210523,0.3411176865143069,0.17106422644137478,0.23545795305061448,0.1681303694047317,0.26819585138383123,-0.21419549914055724,0.19241247753473137,-0.20212040182637936,0.18858045261914486
4580,STBD1_proteomics,-0.14537643697866803,0.3529690074990457,0.30648532640423787,0.01794073439088566,0.33354457164811513,0.06416429261571784,-0.029126021658208746,0.8465011111034715,0.2705979209847958,0.041015910748140594,-0.18986921383891175,0.19767104569192862,0.12328318291645288,0.5340480648506036,0.3263221254763571,0.02379308019755378
4581,MRE11_proteomics,0.1452957029211516,0.35314109389478515,0.19513244759874265,0.17358179474988134,0.04150795670764217,0.8748457156530403,,,0.10381953436018032,0.5161531150836248,-0.12928424131145233,0.41859009987038026,-0.13111821288956838,0.493247899389266,-0.34309517523804434,0.01738244793716958
4582,DUS1L_proteomics,-0.15988535140321414,0.35314109389478515,-0.00838576949676461,0.9712216727098324,-0.06132718889644684,0.8075525961455411,-0.22482276048011962,0.05502940767854412,-0.03535631124550122,0.853821275255301,-0.1315439626098932,0.4098625686921792,-0.05453926318740926,0.8232964795797454,-0.0079138347744203,0.9781053781356377
4583,SCRIB_proteomics,0.14527388971420263,0.35314109389478515,-0.11866566595794364,0.5994700012503897,-0.1392530185783976,0.5208585456667736,-0.06596056133334363,0.6362650110735415,0.17085305526525713,0.2362624839813204,0.13444350748725323,0.39527641340929265,0.08448157619388937,0.7028273030126084,-0.0443704885397651,0.8197437214063338
