Comparison,Correlation_Gbm,Correlation_hnscc,Correlation_Luad
FAM234A,0.2816949192075539,,
SERPINA5,-0.2815557873025045,,
P4HB,-0.2815180429941391,,
ANKRD63,0.3853414091260901,,
ARHGAP5,0.281339411610862,,
IMPDH1,-0.281269062580362,,
CSE1L,0.28123045459580764,0.3419458773502792,
LYVE1,-0.2810339373858459,,-0.2624662192719631
PRKACA,-0.2810284038356007,,
C2CD2,-0.28075861616160863,,
XXYLT1,0.2807468125730446,,
GGCX,-0.2806748868332248,0.31069009157755023,0.35231474916490296
MAPT,0.28034116707540024,,
TUBGCP3,0.2802912241511619,,
COL5A1,-0.2802529944532213,0.3617761041136906,
ANGEL2,0.28024014636890315,,
CGAS,-0.3275898400986835,,
MESD,-0.2801356695269052,,-0.2833001701211718
NFU1,-0.2800320988771077,,
ASPH,-0.27993955329356685,,0.3369404324495567
MMP2,0.27992018449152833,,
SOCS6,-0.37617897756212415,,-0.3874193522925575
HNRNPDL,0.27963569462441984,,
IGFBP4,-0.2796206372275328,,
PELI1,-0.3085888254956973,,
MCMBP,-0.27949090689388145,,
CA8,0.279280580713529,,
VPS4B,-0.2791365822948097,,-0.3482942111126037
PLAU,-0.278912917799607,0.4518651709840114,
PDIA3,-0.2789044127415569,,-0.2755142371831987
ZNF776,0.37510428820031627,,
DDX3Y,0.2786941897249181,,
NARF,-0.27865459968247885,,
GRIK5,0.2919443537713826,,
PRKCD,-0.2782745859869231,,
GLUD1,0.2782303239742205,,
IRAK3,-0.2782226124789582,,
MPP1,-0.2781599547237952,-0.5084001720738488,
OLFML1,-0.27814720198153897,-0.2763280917479417,
LTA4H,-0.2781126575038521,,
ASPHD2,0.2930469946762321,,
RIT2,0.27787673158353565,,
FNDC3B,-0.2777935456183893,,
SSH1,-0.2777757206391316,,
FZD6,-0.2910141526293983,0.3744346757009685,0.29427916643627505
MIOS,0.27749839887710265,,
ZNF800,-0.290670114969614,,
FDFT1,0.2773390385112432,,
EFR3B,0.2773151332069204,,
SELL,-0.27701403320931445,,
ARHGAP35,0.276906099691382,,0.3585954936465863
RASGRP1,0.27684680672608136,,
APLP2,-0.27684331062914946,,0.2721073355845458
YWHAB,0.2768376197984416,,
EXOG,0.27673943208319274,,
BCAR3,0.2765836875672773,,
ALDH5A1,0.2764741657925369,,
RPS6KB2,-0.27642652242661897,,
AKAP5,0.2763353151882162,,
TAOK1,0.2761083345711421,0.33349183614504485,
F13B,-0.2760180001026648,,-0.2700258491119584
NUCB2,-0.275933053454623,,
ILK,-0.27589273501525785,,
GPRC5C,0.37122970640550457,,
WDR11,-0.2757908131903405,,
BAG2,-0.27578872202646554,,-0.3409291970036451
RND3,-0.2890299894231685,,
DLGAP4,0.27570993699171353,,
EPM2AIP1,0.27564517936545285,,
NTM,0.2756390523820414,,
CNNM3,0.2756032543973808,,
VOPP1,0.4094618271696199,,
NFIB,0.2754693948348316,,
HDAC9,0.3199076646606823,,
PDZD11,-0.2753762501347,,
FAM110C,-0.34373822913365504,,
DEPTOR,-0.2751294638233789,-0.32858842108096964,0.3289646896106575
CDH20,0.27507852295526136,,
LMBRD1,-0.2750709976965908,,
EEF1A2,0.2750580630021965,,
SHISA9,0.275013969976561,,
HPSE,-0.28822345556065365,,
C1QA,-0.2749934781156509,,
ZNF281,-0.30346551415162026,,
PJA2,0.2749187429577972,,
PAX6,0.30334967986464634,,
FCHO2,-0.2748174042406042,,
LCAT,-0.2746657060490525,,
STYX,-0.5065667247960173,,
SERPINA3,-0.2743967727526828,,
ABCC3,-0.2743734206445269,,0.2796591270053198
CYBC1,-0.2743602499893709,,
HSD17B7,-0.2743172922724902,,
PTPRF,0.2742950713430101,0.30234373764878997,0.3850418202269308
CDK14,0.2742511725367885,,-0.3103040718294826
SLAIN2,-0.2742026021692026,,
DAZAP1,-0.2741703111640528,,
PLG,-0.2740979101403616,,
EIF1AY,0.2826759040196481,,
NUMB,-0.2740864383091931,,
GNAZ,0.2740248648840376,,
ABHD17C,0.2740130458947602,,
C7,-0.2739999905984316,,
TRAK2,-0.3005539019880037,,
RIDA,0.27377890865894505,,
MYH14,-0.2737331884986024,,
ACE,-0.27354206133078185,-0.2837202812431072,
TBC1D24,0.27354157146351993,,0.26820398112968824
MSI2,0.27353507204276506,,
USP48,0.2735089927156623,,
ATP6V1G1,-0.2734005157945214,,
DDRGK1,-0.27331712464071856,,
FAM168A,0.27324673506226554,,0.3077632501575105
CCNH,-0.273025820631915,,
SLC25A25,0.2729073465733679,,
NAA16,0.2728990235721993,,
VPS13C,-0.27275565656988354,-0.3940090314155126,
PXN,-0.272707326025003,,
H1FX,-0.2726616085245976,,-0.2964729766754117
HNRNPA2B1,0.2723500194217455,,
ROCK1,-0.27221951493811075,,
BAK1,-0.3003997319705015,,
HSPA5,-0.27210296053399763,,
SLC25A18,0.27207707387808105,,
RPS9,-0.272032473508672,,
LST1,-0.3021361901824877,,
CACFD1,0.2720021497436318,,
DPY19L3,0.2719157188249194,,
PLCG1,0.271862418763166,,
FKBP11,-0.2848180485691817,,
RGS18,-0.3017436451069273,,
PCYOX1,-0.2716152114032308,,
PRAM1,-0.2716047277647465,,
CAST,-0.2715698483262242,,0.3689770237068896
PPEF1,0.3993946664590864,,
BAIAP3,0.2713189278883752,,
EIF3F,-0.2713160686540015,,
NUDCD2,0.27126721835600914,,
OSTM1,-0.27122156465678604,,
TGFB1,-0.2711619364476538,,
MT-ATP6,0.27112945760693274,,
FTH1,-0.27112735654662723,,
NSA2,-0.29930241310035177,,
YJU2,0.2711181774007825,,
SEC31A,-0.27107095553168603,,
CASKIN2,0.2708997421660841,,
LOXL2,-0.2707722353090501,0.35790069037620875,
DHRS13,0.2707623228844178,,
PLBD1,-0.2707311844808651,,
SHPK,0.2706891318483212,,
CIRBP,0.2705992070879448,,
NUDT5,-0.2705627835892705,,
RGS17,-0.2704639376447905,,
MAN1C1,-0.2704399467399158,,
SNX29,-0.2704120762721077,,
EHHADH,-0.27032909824974816,0.28406779064159393,
TIFA,-0.3607947790130214,,
LACC1,-0.2848915068104982,,
MTHFS,-0.2702809789280582,,
PUDP,-0.27025136435623004,-0.28372246427812176,
SLC19A1,0.27022212269036505,,
COL28A1,0.2702005697677208,-0.3915485553642112,
AXL,-0.2701323292712715,,
SRR,0.2700984688415403,,
SPOCK2,-0.27003550990832714,,-0.27252977703097864
NEK7,-0.2700088683128335,,
TJP2,0.2699934463664177,,
AQP1,0.2699857408689551,,
MARK1,0.2699187556824261,,-0.30036778852517704
LRIG1,0.2698558490961687,,
USP14,-0.2698058415308095,,
CPB2,-0.26971373632875784,,
CTNNA2,0.2696673355605956,,
NT5C1A,0.2696659044336227,,
TUSC3,-0.2994371723168492,,
GLRX3,-0.2695345256668471,,
C11orf95,-0.3923394320557443,,
NCF2,-0.269400062494989,,
FBXL7,0.2693827066901429,,
GNAI3,0.26934482102462753,,
ALG2,-0.26923935894417056,,
RIC3,0.3625503165823663,,
ARHGEF17,-0.2691499781534237,,
RRAS,-0.2690494532024035,,
PITPNA,0.2689266728332616,,
SPTY2D1,-0.2689183370285013,,
HDGFL2,0.2689108138291231,,
DNAJC5,0.26883981923332073,,
PLD1,-0.2688170140825924,,
FLT1,-0.2687778554323753,,
SNX6,-0.2687759498929417,,
GAS1,0.2949412828501838,,
PGAP1,0.26876720059558845,,
CES2,-0.2687433728026569,,
KCTD3,0.26866388437139155,,
AHSG,-0.2686479671818305,,
RNPEP,-0.2686069332643969,,
C20orf194,-0.2685673675396717,,-0.3279982781759964
GSTCD,0.26852907798315945,,
SSH2,-0.2683215535982955,,
PDIA5,-0.2683016274429774,,
APBA2,0.26824535504014074,,
ATP11A,,,
PLCB1,,,
APAF1,,,
HPCAL1,,-0.2936121892675133,
NUDCD3,,0.3774212466197147,0.5683828297279072
ENPP3,,,0.3496492358246868
SCARB1,,,
ZC3HAV1L,,,
PGK1,,0.3012654301347171,
DYNC1LI1,,,
TMEM30A,,,
PPP1R13L,,,
PBRM1,,,
NDUFA4L2,,0.3506415574525591,
NR2C2AP,,,
SLC16A3,,0.3241859591506814,
SLC39A14,,,
TPI1,,,
PUS7,,0.3929848999781237,
JPT2,,,0.3159338769147537
PYGL,,,
AMPD2,,,
NOL3,,,
USP11,,,
COX7A2L,,,
POLD2,,,
ARPC5L,,,
EMC2,,,
TCAF2,,,
RHOB,,0.3601335237744018,
CFAP36,,,
TRNT1,,,
TM6SF1,,,
KIAA1671,,,
PDCD5,,,
TMSB10,,,
TMEM243,,,
SEMA4B,,0.3495422871484833,
LDHA,,0.2936043920699416,
DENND6A,,,
YWHAG,,0.3144053726403919,
SRI,,,
PFKP,,0.4721345292919824,
PLEKHA2,,,-0.3750792424604576
PDK1,,,-0.3640956314727564
ADAM9,,,
ANKZF1,,,
GYS1,,,
EEF1AKMT1,,,
CA9,,0.3494558732547925,
KIF1BP,,,
CTPS2,,,
UBP1,,,
EIF6,,,
UQCRB,,,
EIF4A2,,,
MICALL1,,,
FAM13A,,,0.4376030424221389
MTR,,,
PFKL,,,
LPCAT1,,,
PFKFB2,,0.2719797605776638,
NDUFS1,,,
SNX1,,,
INPP4A,,-0.3315766124661413,
CLASP2,,-0.355816980737797,
GK,,-0.31327795294811056,-0.3081080323019513
NDUFS4,,,
CPNE8,,,
GGA1,,,
TULP3,,,
CSNK2A1,,,
PHKA2,,,
IRAK4,,,
RCC1,,,0.4315642438461721
NDUFA10,,,
OGA,,,
GEMIN5,,,
PDAP1,,,
SH3BP5L,,,
QARS,,,
ZADH2,,,-0.2708301408628225
PGK2,,,
SLC16A1,,0.3619935072346706,
NDUFS7,,,
TINAG,,,
ABHD14B,,,
RENBP,,-0.3535903430848322,
LNPK,,,0.30584422587907073
DDX56,,,0.3062093430129771
NDUFS8,,,
NASP,,,
KBTBD11,,-0.3329894284976517,
ARHGEF16,,,
ADH6,,,
NDUFA6,,,
PRPS1,,,
ANKRD44,,-0.44847678974932303,
GPAT3,,,
NDUFA3,,,
ALDH1B1,,,
TRAPPC6B,,,
EMC8,,,
AGL,,,
UQCRFS1,,,
TTC28,,-0.2994820379675011,
RABGAP1,,,
WDR91,,,
PPIA,,0.3477132005351692,
NDRG1,,0.4953263887241109,0.29629842330935285
PPM1B,,,
MTCL1,,,
MAP3K21,,,
P3H2,,,
AK3,,,-0.2960770206299349
ENO2,,,
TBL3,,0.2800136226629599,
ACAA1,,,
VPS45,,,
BBX,,,
NDUFA2,,,-0.3992214001255991
ALKBH5,,,
PRMT7,,,
ADPRHL2,,-0.32345766408760196,
AARSD1,,,
SH3GL2,,,
WDR81,,,
NDUFS2,,,
GNG12,,0.30864050591773873,
SRP54,,,
C12orf29,,,
UQCRC2,,,
NAPA,,,
IDUA,,,
ACSF2,,,
ANGPTL4,,0.3168364776461824,
PPP1R14B,,,
EIF1B,,,
CCT6A,,,
NDUFA8,,,
ACLY,,,
FZD1,,,0.3270166056095501
XPNPEP1,,,-0.28032533056822023
FAM49A,,-0.3918631295738604,
ATP6V1G2,,,
PGM3,,,
PLCL2,,-0.3522889153773888,-0.4064919142953151
TRADD,,,
PMVK,,0.3663520491686926,0.26658595986289463
RABL6,,,
ALKBH4,,,
ATP6V1A,,,
MAPK1,,,
UQCRC1,,,
NNMT,,,
SORD,,,
STARD5,,,-0.4863166492180247
MPI,,,
NDUFB10,,,
PTPRCAP,,-0.4123476734791607,-0.36097708042436666
TBC1D13,,-0.330166636206976,
GPD1L,,,
MAP3K7CL,,,
TMEM159,,0.4172320149528149,0.4277741321616617
TBCA,,,
ACTN4,,,
NDUFA13,,,
H6PD,,,
DMXL2,,-0.2997937578417459,
SEPT6,,-0.40965608156970745,
SUOX,,-0.26986600518451737,
ANXA6,,,-0.4305207150302893
POLR1E,,0.2720044634578892,
TRIM55,,,
CETN3,,,
YDJC,,,
NDUFS5,,,
CYB5R3,,,
SNX18,,,0.2675168086095323
BRIX1,,,
SLC2A3,,,
UQCR11,,,
PARD3B,,,
MKRN2,,,
CCT8,,,
NDUFA7,,,
PFDN5,,,
UQCRQ,,,
RAB39A,,,
MYL6B,,,
EFNA1,,0.4304135149258218,
ALDH16A1,,,-0.30296753063350795
MPP7,,,
RABGGTB,,,
IFT81,,,
ENO1,,0.3584253170432138,
NDUFA9,,,
LRRC40,,,
GRB14,,,
HACL1,,,
ABCB6,,,
MYO9A,,,
DPH2,,,
HOOK1,,,0.2667225593415222
MID1,,,
REEP6,,,0.41065330806801903
EGLN1,,,
CCDC9B,,,
UTP25,,,
NDUFV1,,,
ATP6V1H,,,
TRAPPC8,,,-0.41973919999709397
MBP,,,-0.2678363009010228
UBXN2A,,,
EIF4H,,,0.2760232861322807
TBC1D9B,,,0.3060098352666505
GLUL,,,0.39542273206379785
WDR1,,,
CCT2,,,
SEPT10,,0.3478744230891494,
ATP6V1E1,,-0.2828984407002633,
NBEA,,,
FUK,,,
MCRIP1,,,
TCEA3,,,
EPS15,,,
DCTPP1,,,
TCP1,,,
AHSA1,,,
TKT,,,
TSR1,,,
SIGIRR,,-0.3218090847988808,
ASL,,,
AKR1C3,,,
DDB2,,0.2806020807750379,
VBP1,,,
KIF1B,,,
PRKAR2B,,-0.4186443323233162,
PLXNB2,,0.3692881472803162,
BNIP3,,,
KIAA1107,,,
TRAPPC4,,,
NDUFA12,,,
PPP1R3G,,,
PHYHD1,,,
NDUFS3,,,
FGFR1OP2,,,-0.2780411828650314
STRBP,,,
IRF2,,-0.37779324549130655,
TNK1,,0.2956630909803445,
CAB39,,,
RHPN2,,,
PM20D2,,,
APTX,,,
SERF2,,,
CHD3,,,
ICAM1,,,0.3305299685651742
BCKDK,,,
CD151,,,
CCT4,,,
ADH1C,,,-0.3787688840221904
RBKS,,,
PLCL1,,,
UQCR10,,,
TTLL12,,0.28231632670616835,
DHX30,,,
SAP30,,,
PTK2B,,,-0.3561239550817171
PPP4R2,,,
SLC2A13,,,
TRAF3IP2,,,
FNBP1,,-0.4635221178342521,-0.2915133262262566
BASP1,,,
TRIP6,,0.4404324988714384,
MBOAT2,,,0.4484072178619765
CKS1B,,,
TMCO6,,,
HABP4,,,
VIL1,,-0.3409735051250739,
TUBB2B,,,
CDC37L1,,,
ATP2B4,,0.4805627820273137,
DDX47,,,
ERO1A,,0.3809571010622293,
TMEM115,,,
BRK1,,,-0.2719286391948991
PFAS,,,
GRAP,,-0.4921052616130144,-0.5441949411386242
DHX36,,,
SLC27A4,,,
NME7,,,
KRIT1,,0.3836194564655627,0.27584686966077304
GABARAPL1,,,
NDUFB5,,,
RAB20,,-0.3326813449506715,
ERP44,,,
SEMA5B,,,
TRAPPC5,,,
HK2,,0.2772241760425113,
BBS7,,,
CD6,,,
ATG3,,,
PXK,,,
TRAPPC1,,,-0.2977167296293429
RP2,,,
SH3BGRL,,,
STMN3,,,
TRIM26,,-0.39858862687571495,0.2866446692682137
YWHAQ,,0.3446367296539157,
NDUFA4,,,
MAPKAP1,,,
PGAM1,,,
PFDN6,,,
FBXO4,,,
ATP6V1D,,,
WIPF2,,,0.3166605036272505
ATP5S,,,
FABP1,,,
TACC1,,-0.2761594364790158,
NAGK,,,
SLC2A1,,0.40149734169546425,
OGDHL,,,
PIK3IP1,,,
KRBA1,,,
GGH,,,
RBP1,,,
ESF1,,,
CELSR1,,0.3808765099839783,
TTC39A,,,
MRPL52,,,
NAGLU,,,
IQGAP2,,-0.3594168273151861,
CMAS,,,
IFT88,,,
CXorf57,,,
PRPS2,,,
TMSB4X,,-0.3236289680058129,
AKAP12,,,-0.2705254253818873
ARF4,,,
PON2,,,
ISPD,,,
ATP6V1F,,,
ARRDC1,,,
SCD,,,
PI4KA,,,
QTRT1,,,
PSMD10,,,0.2954577924450568
SCD5,,,
IFT46,,,
PACS1,,,
ACTRT1,,,
LPIN1,,-0.2805689704386255,
PAH,,,
MAPRE1,,,
TTC27,,,
HILPDA,,,
GOLPH3,,,
ANKS6,,,
DCAF1,,,
ADAL,,,-0.32685621846833623
CYBRD1,,,
ACYP2,,-0.3022412453559818,-0.2707446203152828
DTD1,,,-0.3406256536998845
GKN1,,,
C4orf33,,,
GORAB,,,
PKIG,,,-0.35609197923319114
SLC30A1,,,
GDE1,,,
SOD2,,-0.3399294560529331,-0.4312042116041133
WFS1,,,
PAXX,,-0.3020341678836648,
HSD17B4,,,
SCYL1,,,0.2625237603396592
UBLCP1,,,
PLOD3,,0.3364371332353925,
MSRA,,-0.4302357864495482,-0.2894113338693083
GUF1,,,
PAPLN,,-0.29512905101758696,-0.2898613388540854
SEMA4D,,-0.3252070895383794,
NOL10,,,
TARSL2,,,
ARHGEF10,,,
OSMR,,,0.35420584739610683
TMPPE,,,
PHYKPL,,-0.32888525130452617,
DCTD,,,
UMOD,,,
C9orf78,,,
DAO,,,
PFDN2,,,
NRAS,,,
SLFN11,,,
PCK1,,,
SLC7A8,,,
BICD1,,,
UCHL1,,,
EIF1AD,,,
TANGO2,,,
PEPD,,,
MZT1,,,
NUDT9,,,
ASPSCR1,,,
STRN,,,
FOXK1,,,
CUL4A,,,
PLA2G4A,,,
TALDO1,,,
PRKCB,,-0.4542575089481806,-0.4470013385024822
TBL1XR1,,,
CAMK1,,,
RANBP1,,,
METTL26,,,
VCP,,,
ASH1L,,,
WDR3,,0.31417937712972405,
GPN1,,,
DHX32,,,
ROGDI,,,
TST,,,
FASTKD5,,,
DARS,,0.3648868732450231,
LARS2,,,
ARRB1,,-0.4919111584556752,
CPQ,,,
PLSCR1,,,
PSPC1,,,
ALPK2,,,
DCXR,,,
CYC1,,,
KRT20,,,
HNRNPH2,,,
TDRP,,,
ADSSL1,,,
SMARCC1,,,
WWC1,,,
ME1,,,-0.2982179986419702
RBM6,,-0.29140257208333586,
IMPDH2,,,
NDUFB6,,,
WDR36,,,
SLC47A2,,,
SRD5A3,,,
MT-ND4,,,
SEC24B,,,
IQSEC1,,-0.3259248236938228,
HSD17B8,,,
LLGL1,,,
HTT,,,
GLIPR2,,-0.4152524066007333,
ARHGEF37,,,
PCK2,,,
HAVCR1,,,
STX17,,,0.2728935855556789
TSPAN8,,,
ARFGEF3,,,
AMACR,,,
WDR35,,,
ZPR1,,,
RFK,,-0.3951549913154555,-0.3537687095831371
IFT74,,,
FOXK2,,,
STK33,,,
GAN,,0.3625401441755228,
STXBP5,,,
SH3GLB2,,,
ACY1,,,
SCOC,,,
AP1S2,,-0.4187672117278523,
NTN1,,,
GYG1,,-0.3037053485014407,
CAPRIN1,,,0.4001748033417667
MRPL53,,,
TCEAL3,,,
NDUFB7,,,
RBM15B,,,
SLC12A1,,,
SKAP1,,-0.4224476839351175,
UNC119B,,,
CASP2,,,0.29202037179598656
ALPL,,,
RAPGEF6,,,
PLCXD3,,,
CAD,,0.2753419613891346,
CCDC186,,,
GLT8D1,,,
RNASE2,,,
KIF13B,,-0.4409492106991713,-0.2729754825270607
PRKAG1,,,
CHP1,,,
IPO4,,,0.2889024064617419
MTMR3,,,
FDPS,,,
PA2G4,,,
HINT1,,,
ERBB3,,,
CYB5R2,,,
MIOX,,,
HTD2,,,
WDR60,,,
LMTK2,,,0.35039525879480804
EFHD1,,,
CFL1,,,
CYP17A1,,,
IFT140,,,
DDX5,,,
ACOX2,,,
ATP6V1C1,,,
MYO5B,,,
ADH1B,,,-0.30878734699862564
KCTD21,,,
PIGR,,,0.3788356498840448
OXNAD1,,,
NPEPL1,,,
SBDS,,,
SERINC1,,,
SMAP2,,-0.4283908920160481,
NAMPT,,,
STBD1,,,0.2705979209847958
PCDHB8,,,
SEC24D,,,
NDUFC1,,,
GAS7,,,
PTPN23,,-0.3280133981380261,
CHMP4C,,,
SLC44A1,,,
PWP2,,,
NKIRAS2,,,
DHCR24,,,0.3717214214280116
CFDP1,,,0.2773008571420648
FAHD2A,,,
ANKRD16,,,
PFDN1,,,
ANXA4,,,
PPP1R11,,,
SNX33,,,
MACC1,,,0.5222575198923531
ALDOB,,,
PET100,,,
RABGAP1L,,,
PPIE,,,
PAN2,,,
GM2A,,,
IDNK,,,
FADD,,0.4253626536384056,0.3214310125937013
MME,,,
CHID1,,-0.3029099632229201,
SH3D19,,,
AGA,,,
RBM5,,,
SCYL2,,,0.347196702542354
CCT5,,,
NUDT15,,,-0.34129180837801915
SLC13A3,,,
ITGA2,,0.3927585591329192,
SFXN2,,,
PAICS,,,
NAA25,,,
TMEM11,,,
RABGGTA,,,
APEH,,,-0.2840861925075965
GRAP2,,-0.4280928767245835,
FGF1,,0.3658403201903384,
MAP6,,,
RPAP1,,,
DSG2,,0.3068247360714295,
XPO4,,,-0.2937576338479516
PIP4K2C,,,
ITGA5,,0.3891455243561357,
STAP2,,,
ARFGAP2,,,
PPM1H,,-0.3243238511941617,
FAM169A,,,
PPME1,,,
SCFD1,,,
TELO2,,,0.3184436676503882
CUL1,,,
ADD1,,-0.2829170188948622,
HCCS,,,
STXBP3,,,
XPNPEP2,,,
CFAP97,,,
ATXN2,,,
NDUFV2,,,
MIF,,,
ZER1,,,
SPAG9,,,
MANF,,,
ATP6V1B2,,,
PPP2CB,,,
CAND2,,,
SARS,,,
BPHL,,,
ME2,,,
NDUFC2,,,
EPHA7,,,
SNX11,,,
TLR3,,,
CALB1,,,
DNM1L,,,
TBL1X,,,
SLC22A6,,,
PDCD10,,,
RRP8,,,
PSAP,,,
SPCS3,,-0.3032237720145046,-0.35106769935706383
FECH,,,-0.35640450973174914
EPG5,,,
ARF6,,,
SLC41A3,,,
CHN2,,,
CARD10,,0.3806932408145396,
CNKSR3,,,
DNLZ,,,
DAAM2,,,
PHF14,,,0.3359163941128658
PARP12,,,
PARD6B,,,0.3328740769095774
MRPL13,,,
PDK4,,,
POLD3,,,
ZNF3,,,
MAP4K2,,,
GZMM,,,-0.3330831550054441
UBA5,,,
CARHSP1,,,
MOXD1,,,
NAT10,,,
FOXRED1,,,
GLRX5,,,
HSD11B2,,,
MCCD1,,,
APPL1,,-0.3422132373492787,
COX7A2,,,
GGT5,,,
PCYT2,,,
BCL2L13,,,
PAK1IP1,,,
HIGD1A,,,
KIAA0513,,,
PFDN4,,,
AATF,,,
PTPMT1,,,
CETN2,,,0.30789136298796177
NUP160,,0.3242141823844661,
BAG1,,,
ZFAND6,,,
DYM,,,
DNAJB11,,,
NKIRAS1,,,
XPOT,,,
ACOX3,,,
THSD4,,,
PPP1R21,,,
DAP3,,,
SLC25A5,,,0.3906873378259788
PRODH2,,,
GOLGA4,,,
RPUSD3,,,
TMCC3,,,
CORO2B,,-0.3013337703325837,
SACM1L,,,
CRADD,,,
TRAPPC2L,,,
GPC4,,,0.4995348745691762
RBM19,,,
ADAP1,,,
CCM2,,,0.3062169125772658
DPEP1,,,
CNP,,,
DDX27,,,
NBEAL2,,,-0.33732735592920665
GABPB2,,,
MICAL3,,,
POLR1B,,,0.2814721444602187
SEZ6L2,,,0.3380824827537672
ANK2,,-0.37933259623208027,
PPM1K,,-0.4388457323694496,
GPN3,,,
ARHGEF35,,,
SNX10,,,
CCDC86,,,
ASAH1,,-0.2911267701401511,
NR1H4,,,
PDCD4,,,-0.38922862177355744
HEBP2,,,
ACAP1,,-0.4422000273812984,-0.4240403377666107
GPCPD1,,,
HACD3,,,
KIF1C,,,
TBC1D22B,,,
GAS8,,,
WWP2,,,
PTPRK,,,
TRAPPC6A,,,
L1CAM,,,
ENPP6,,,
JUP,,0.2877587051047095,
CES3,,,0.3632984751549485
UBXN1,,,
MAN2B2,,,
NR2C2,,,
TMEM176B,,,
LPIN3,,0.2725209010911499,
C7orf50,,,0.3279165678984877
DCUN1D3,,,
KRI1,,,0.4660285270092378
KRT78,,,
NOL11,,,
NCKAP5L,,,
BYSL,,,
NPHS2,,,
ARHGEF6,,-0.4010364518648825,-0.28252255860285497
PTGDS,,,-0.26253626836406624
GORASP1,,,
LIPG,,,
ANKRD39,,,
ZC3H11A,,,
NEK6,,,
ASRGL1,,-0.5324208059790521,
PHF2,,,
ABL2,,,
BBS2,,,
PPID,,,
NPEPPS,,,
ANO10,,,
SNX24,,,
PLXNC1,,,
TUBGCP4,,,
KSR1,,,-0.2686631869165306
PDE9A,,,
SRP72,,,
TREM1,,,
RP9,,,
TUBGCP2,,,
STK17A,,,0.4534041733620992
MANEA,,,
ZAP70,,-0.4101673910556346,-0.3846125777501223
NAV1,,,
LBH,,-0.2715678458255769,
TRAPPC10,,,
STXBP4,,,
NLE1,,,
RAB5A,,,
IGF2BP2,,,
TNFSF13,,,
SNX12,,,
ECHS1,,,-0.2843673961782849
RELL1,,,
ARAP1,,,
TIMP2,,,
RRP15,,,
APOE,,,
PIK3CB,,,
RDH12,,,
METAP1D,,,
IST1,,,
NCF1,,-0.32328503888126164,-0.3611204979540282
MRC2,,,
FRMD4A,,,
S100A16,,0.3145033955918631,
HSPB1,,0.29347412246267823,0.26457044347201364
COX5B,,,
CEND1,,,
SNRPB2,,,
ADAMTSL5,,,-0.33919599601664363
ACTR3,,,
HDDC2,,,-0.3111747081260873
KTN1,,,0.3228985372730908
C5orf51,,,0.27042455732637144
HSP90AA1,,0.3570810751761526,
PNPLA2,,,
MAP1LC3B2,,,
BTNL9,,,
F8A2,,,
LIG1,,,
OSCP1,,,
WDFY2,,,
MAGI2,,,
APIP,,,
ESYT2,,,0.3661614073943552
GTPBP1,,,
BUD23,,,
GSTT1,,,
TRAPPC3,,,
NDUFB1,,,
ALDH1L2,,,
CLIC1,,,
UBE2Q1,,,
MYRIP,,,
EHD2,,,
SRM,,,
NGDN,,,
SLC23A1,,,
INHBE,,,
FBXO30,,,
ACBD6,,,
BDH1,,,
MYOC,,,
PTGES2,,,
PKP2,,,
SLC36A2,,,
TSPAN6,,,0.3147742833865512
PDLIM2,,,
COX8A,,,
LRRC19,,,
GTF2E1,,,
MBLAC2,,,
IFT52,,,
YWHAZ,,,
NDUFB3,,,
COX6B1,,,
NOSTRIN,,-0.3401246185255561,
FNBP4,,,-0.29609572030114817
FKBP1A,,,
CBR3,,,
MSH2,,,
AIF1L,,,0.3173856562410081
EIF4ENIF1,,,
MPP2,,,
PID1,,,
GALE,,,
KIDINS220,,0.2881179510387878,0.4389200379466213
DPM1,,,
SLC25A10,,,
WDR6,,,
BOP1,,0.2768678669186577,
SULT1C2,,,
ELMO3,,,
TATDN3,,,
SMG8,,,
EMC3,,,0.420932796483273
FTCD,,,
IYD,,,
SCAMP5,,,
PC,,0.32956040975249445,0.3156838396261552
MT-ND2,,,
TMEM176A,,,
DPCD,,,
UNC93B1,,,
FABP3,,,
DIS3,,,
TMEM177,,,
TMOD2,,,
CGREF1,,,
FDXR,,,
SRP68,,,
PDCL3,,,
AK6,,,
IFT22,,,
ADAMTSL1,,,
HAUS7,,,
MAP3K7,,,
SCUBE1,,,
SMPD1,,,
ELMO2,,-0.27074171636480393,
PPP2R5D,,,
PNCK,,,
TUBB2A,,,
EFNB1,,0.36829328925921,
PRKCH,,,
POLR2I,,,
SYNE3,,,
PEX11B,,,
ADGRE5,,-0.3783654250653158,
TTC7B,,,
GAB2,,,
EEF1A1,,,
EFNA5,,,
RNASE1,,,0.262774537690544
CCDC97,,,
CGGBP1,,-0.4368511964664086,-0.3572100303492294
PROSER2,,,
TRPM4,,,
PMPCA,,,
DHFR,,,
NFIC,,,0.31874339513933675
RNF41,,,
ALG9,,,
RALGAPA2,,,
SLC2A4,,,
PLEKHA6,,-0.3676693796794293,
CFHR5,,,-0.32590501863368904
IVNS1ABP,,0.4070628568372416,
ABRAXAS1,,,
TRIP10,,,
FAM89B,,,
HCFC1,,,
CALU,,,
LGALS3,,,0.33522479846923514
RALY,,,
RCC2,,,
RBM24,,,
DOCK1,,,
TUBB4B,,,
LRSAM1,,,
USF1,,-0.32352324393580023,
CFHR2,,,-0.2943065754143616
CRYL1,,-0.336601233976404,
CRISP3,,,
KRT19,,,
